comment_text,multi_labels
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I love how compact it is! Fits perfectly in my travel bag smiling face with hearts"",""dst"":""我喜欢它的紧凑！非常适合我的旅行包，心形笑脸""}}","(1.0, 1.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Convenient for capturing spontaneous ideas."",""dst"":""便于捕捉自发的想法。""}}","(1.0, 1.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""this is my fav couple fr"",""dst"":""这是我最喜欢的一对夫妇""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""How very dare he! Sami Zayn is too pure, he doesn't need Logan's greed-hands lain on him."",""dst"":""他怎么敢！萨米·泽恩太纯洁了，他不需要洛根贪婪的手放在他身上。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""will able to get IT job without experience. doing some certificate courses in Germany?"",""dst"":""没有经验也能得到这份工作。在德国学习一些证书课程？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Used it in a crowded market in Thailand, and it worked flawlessly! smiling face with hearts"",""dst"":""在泰国拥挤的市场上使用它，它工作得完美无缺！用心微笑的脸""}}","(1.0, 1.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Why is it so expensive compared to other translators? confused face"",""dst"":""为什么与其他翻译相比，它的价格如此昂贵？困惑的脸""}}","(2.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""How long does it take to fully charge the device?"",""dst"":""设备充满电需要多长时间？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The 'reputational damage' part may be the biggest battering Logan's ego could ever take when it comes to that part in court. A whole room full of people discussing how he's trash,, has been for years and how his reputation was already in the gutter. I doubt this case will hurt him financially, but it's definitely going to cause some psychic damage."",""dst"":""“名誉损害”部分可能是洛根的自尊心在法庭上受到的最大打击。整个房间的人都在讨论他多年来的垃圾，以及他的名声如何已经在阴沟里了。我怀疑这个案子会在经济上伤害他，但肯定会造成一些精神上的伤害。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The translation Carrie did into Hindi on the thingie was fine, but the LITERAL translation of that sentence is; Hi, it was nice to meet you. I speak Urdu, pretty similar so any actual Hindi-speakers please correct me if I’m wrong."",""dst"":""凯莉把这句话翻译成印地语很好，但那句话的直译是。嗨，很高兴见到你。我说乌尔都语，非常相似，所以任何真正的印地语，请纠正我，如果我错了。""}}","(4.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""What happened after I need to know pls grinning face with sweat"",""dst"":""我需要知道之后发生了什么，请笑着流汗。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Love it when Holly post YouTube videos red heart"",""dst"":""我喜欢霍莉在YouTube上发布红心视频""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""how can I purchase it?"",""dst"":""如何购买？""}}","(1.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Dude you need to buy shirts from mothercare!!"",""dst"":""伙计，你需要从Mothercare买衬衫！""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Team Coffezilla Logan Paul is as fake as his wrestling career"",""dst"":""科菲齐拉队的洛根·保罗就像他的摔跤生涯一样虚假。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""carrie wasn't smiling face with tears of joy"",""dst"":""嘉莉没有喜极而泣的笑脸。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""It’s great for students taking notes, but I wish it had better battery life."",""dst"":""它非常适合学生记笔记，但我希望它有更长的电池寿命。""}}","(3.0, 1.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""now we will see if we live in a civilization where justice system still works or do the elite control everything and the legal system and democracy are just scams to tranquilize the people with a illusory sense of justice"",""dst"":""现在，我们将看到我们是否生活在一个司法系统仍然有效的文明中，或者精英控制一切，法律制度和民主只是用虚幻的正义感来安抚人民的骗局。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""ko"",""to"":""en"",""trans_result"":{""src"":""화면이 흔들려서 멀미 나갰네요."",""dst"":""The screen was shaky and I ran away from motion sickness.""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""That dog is living it's best life"",""dst"":""那只狗过着它最好的生活。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy"",""dst"":""喜极而泣""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I really hope it does get to discovery, Logan and his partner in this crypto was also the same dude who showed Logan how to pump and dump with Pokemon cards and was part of that \""3.5 million\"" dollar loss on that box"",""dst"":""我真的希望它能被发现，洛根和他在这个密码中的搭档也是那个向洛根展示如何用口袋妖怪卡片抽水和倾倒的家伙，也是那个盒子上“ 350万”美元损失的一部分。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I just knew that nick and carrie live in Australia Australia like me no way"",""dst"":""我只知道尼克和凯莉和我一样住在澳大利亚，不可能。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Amigo es mas bajo que Messi face with tears of joy"",""dst"":""Amigo es mas bajo que Messi喜极而泣""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy"",""dst"":""喜极而泣""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Oh he’s from Egypt I am from Saudi Arabia and I speak Arabic too so I can’t so I can tell that he’s from Egypt because speaks Egyptian Arabic."",""dst"":""哦，他来自埃及，我来自沙特阿拉伯，我也说阿拉伯语，所以我不能，所以我可以告诉他来自埃及，因为他说埃及阿拉伯语。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I think the translator should have an option to customize voice speed for better clarity during fast-paced conversations."",""dst"":""我认为翻译应该可以选择自定义语音速度，以便在快节奏的对话中获得更好的清晰度。""}}","(2.0, 0.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""smiling face with hearts smiling face with hearts smiling face with hearts smiling face with hearts"",""dst"":""用心微笑的脸用心微笑的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Ich bin skeptisch, ob die Übersetzungen wirklich so genau sind wie behauptet. Hat jemand Erfahrungen damit?"",""dst"":""I am sceptical whether the translations are really as accurate as claimed. Does anyone have any experience with this?""}}","(2.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Really enjoyed your video smiling face with smiling eyes , by the way, \""phasolia\"" in Greek also means \""beans\"" or \""φασόλια \"""",""dst"":""真的很喜欢你的视频笑脸和微笑的眼睛，顺便说一下，“ phasolia ”在希腊语中也有“豆子”或“φασλλα”的意思""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""smiling face with halo smiling face with halo smiling face with halo"",""dst"":""带光环的笑脸带光环的笑脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""W man W device W opinion"",""dst"":""W人W设备W意见""}}","(1.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Thanks!"",""dst"":""谢谢！""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Ich habe den Xfaiyx meinem Vater geschenkt, und er nutzt ihn jetzt, um seine täglichen Aufgaben zu organisieren. Er ist sehr zufrieden! smiling face with smiling eyes"",""dst"":""I gave the Xfaiyx to my father, and he's using it now to organize his daily tasks. He's very pleased! Smiling face with smiling eyes""}}","(1.0, 1.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""How's the battery life on this device? Important for long recording sessions."",""dst"":""这个设备的电池寿命如何？对于长时间录制会话非常重要。""}}","(4.0, 1.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I want one or three where can I buy"",""dst"":""我想要一个或三个我在哪里可以买到""}}","(1.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Great video, thank you!! I hope Coffeezilla watches."",""dst"":""很棒的视频，谢谢！我希望Coffeezilla能看到。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""smiling face with hearts smiling face with hearts smiling face with hearts"",""dst"":""用心微笑的脸用心微笑的脸用心微笑的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""ko"",""to"":""en"",""trans_result"":{""src"":""아니 여기서 좌우를 따지는 주접은 이 채널 보지 마. 여기가 정치 채널이냐?"",""dst"":""No, don't look at this channel at the main channel where you measure left and right from here. Is this the political channel?""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Translate to swedish"",""dst"":""翻译成瑞典语""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Is there a smartphone app for managing?"",""dst"":""是否有用于管理的智能手机应用程序？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Not nick throwing niro under the bus face with tears of joy"",""dst"":""而不是尼克把尼罗扔到巴士下面，脸上挂着喜悦的泪水。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Can someone confirm if this works well for translating technical terms? I need it for work."",""dst"":""有人能确认这是否适用于翻译技术术语吗？我工作需要它。""}}","(4.0, 1.0, 1.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""3 wieviele nennt er 1"",""dst"":""3 how many does he name 1""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""HAHAHAHAHA BRO DESERVE IT"",""dst"":""哈哈哈哈，兄弟值得拥有。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""If Elon Musk can get away with calling one of the guys who helped rescue that Thai football team from the cave a pedophile, I sure Coffeezilla can call Logan Paul a scammer"",""dst"":""如果埃隆·马斯克（Elon Musk）能把帮助泰国足球队逃出洞穴的人称为恋童癖，我相信科菲兹拉（Coffeezilla）也能把洛根·保罗（Logan Paul）称为骗子。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Interview shorter ppl"",""dst"":""面试较矮的人""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""but does it play mp3"",""dst"":""但是它能播放MP3吗？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy girls got each other's back"",""dst"":""面带着喜悦的泪水女孩们得到了彼此的回报""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Does it have noise-canceling features?"",""dst"":""它有降噪功能吗？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing"",""dst"":""在地板上打滚笑在地板上打滚笑在地板上打滚笑""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""donde esta tu tienda"",""dst"":""Where is your shop""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I for one love coffeeZilla. And I am glad to see that the YouTube community has rallied around him. Yeah he's been wrong in the past very rarely but when he's been wrong he admits it, And that is why people trust his content. Logan Paul on the other hand has been an scumbag for his entire YouTube career, And that is why everybody wants him to fail. I look forward to watching Stephen rock Logan Paul's world in federal court. And I hope Stephen, after he wins, sues the living fuck out of Logan Paul."",""dst"":""就我个人而言，我喜欢Coffeezilla。我很高兴看到YouTube社区团结在他周围。是的，他过去很少犯错，但当他犯错时，他会承认，这就是为什么人们相信他的内容。另一方面，罗根·保罗在他的整个YouTube职业生涯中都是一个卑鄙小人，这就是为什么每个人都希望他失败。我期待着在联邦法庭上观看斯蒂芬·洛克·洛根·保罗的世界。我希望史蒂芬赢了之后，把洛根·保罗告得死去活来。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""12%baterie only"",""dst"":""仅12%的Baterie""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Der Video hat mich sehr gefällt"",""dst"":""I really liked the video.""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I want to ask you something Are you tow of different relegion"",""dst"":""我想问你一件事，你是两个不同地区的人吗？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I really like your page"",""dst"":""我真的很喜欢你的页面。""}}","(5.0, 0.0, 0.0, 0.0)"
